SaturdayMorning,Vacation,Breakfast,House,FavouriteThing,City,Holiday,Cup,Friday,Beverage
1,2,5,1,3,2,3,5,6,Bellatte
5,2,5,3,3,5,3,1,6,Madagascar Choco Chip Frappe
2,1,2,3,3,4,1,4,3,South Indian Filter Kaapi
3,4,1,2,2,1,4,4,6,South Indian Filter Kaapi
4,4,3,2,1,2,3,3,5,Madagascar Hot Chocolate
1,3,6,6,4,4,5,4,1,Cafe Mocha
2,4,6,1,2,6,5,4,5,Bon Bon Cold Coffee
5,6,4,6,5,4,2,2,6,Flat White
3,4,5,4,6,2,5,4,1,Classic Frappe Cold Coffee
6,4,1,2,3,4,4,6,5,Cafe Latte
2,6,2,1,5,2,6,6,3,Flat White
5,2,3,2,4,5,2,2,3,Bellatte
2,4,1,3,2,5,4,3,1,Madagascar Choco Chip Frappe
1,2,4,4,2,4,6,6,4,Bellatte
4,2,3,5,6,4,5,6,5,Cappucino
5,6,1,6,5,2,4,2,1,Hazelnut Frappe Cold Coffee
4,4,3,4,1,3,2,6,4,Flat White
4,2,6,4,5,6,4,2,3,Hot Chocolate
6,4,3,5,5,2,5,5,1,Original South India Frappe
3,1,5,2,3,2,5,6,2,Bellatte
5,1,5,3,4,2,6,1,2,Americano
3,4,2,6,2,2,1,1,3,Cafe Mocha
6,3,3,6,6,5,2,6,2,Americano
4,2,2,6,5,2,5,5,1,Cafe Latte
1,4,3,6,3,3,5,4,5,Cappucino
1,2,3,5,6,1,6,5,4,Iced Latte Cold Coffee
2,4,4,3,1,2,2,6,4,Cold Brew
2,3,6,5,5,1,3,1,2,Classic Frappe Cold Coffee
5,2,6,2,1,5,1,5,5,Americano
1,5,5,2,6,1,5,6,4,Cafe Latte
4,1,1,2,2,3,1,5,4,Classic Frappe Cold Coffee
1,5,1,2,6,3,2,1,4,Nariyal Irish Cream Frappe
5,4,6,3,4,6,4,5,4,Bellatte
2,3,1,5,2,6,2,1,1,Espresso
6,3,5,3,3,1,4,2,4,Nariyal Irish Cream Frappe
2,4,5,3,5,3,6,4,5,Madagascar Hot Chocolate
6,2,6,6,4,6,1,1,6,Espresso
3,3,5,4,5,2,6,3,3,Double Restritto
6,1,3,6,1,5,4,5,4,Sea Salt Dark Mocha
2,6,2,5,5,5,2,6,5,Cold Brew
4,5,1,1,3,5,6,4,6,Cafe Latte
5,1,2,6,3,2,5,5,4,Madagascar Choco Chip Frappe
2,6,4,3,6,1,5,4,4,Original South India Frappe
2,3,5,5,2,3,4,6,3,South Indian Filter Kaapi
6,2,2,1,5,5,6,1,4,Original South India Frappe
4,5,6,5,5,5,4,2,2,Flat White
2,3,3,6,4,5,4,2,1,Double Restritto
4,3,2,6,6,2,3,2,6,Classic Frappe Cold Coffee
2,4,6,4,1,6,1,2,4,Cafe Latte
4,1,2,6,4,6,2,1,6,Original South India Frappe
2,5,1,2,2,3,4,2,4,Bellatte
5,6,5,4,4,2,2,6,1,Cafe Mocha
3,2,4,2,2,6,3,4,1,Cafe Mocha
3,4,1,2,4,4,2,3,5,Iced Latte Cold Coffee
1,2,3,1,2,1,3,5,4,Classic Frappe Cold Coffee
3,1,6,1,3,2,2,6,2,Hot Chocolate
4,6,6,2,4,1,2,2,6,Hazelnut Frappe Cold Coffee
4,1,2,3,2,4,1,3,2,Cold Brew
6,5,2,4,1,6,5,3,5,Hazelnut Frappe Cold Coffee
3,5,6,6,2,6,6,2,6,Sea Salt Dark Mocha
6,2,4,4,2,3,5,3,6,Hot Chocolate
4,5,4,2,2,3,1,2,2,Flat White
5,5,5,2,5,2,3,4,5,Kaapi-cino
4,6,4,6,4,2,2,3,4,Double Restritto
6,4,4,1,1,5,4,6,3,Espresso
5,6,1,4,5,6,5,1,2,Bellatte
5,1,5,2,1,2,1,2,4,Madagascar Choco Chip Frappe
5,6,4,4,3,4,2,5,4,Sea Salt Dark Mocha
2,3,3,5,1,4,6,4,3,Vietnamese Cold Coffee
1,2,1,4,2,3,6,4,3,Cafe Mocha
6,2,4,1,4,3,1,4,4,Cold Brew
4,5,4,6,6,5,1,1,6,Cold Brew
2,4,4,5,5,3,5,4,3,Double Restritto
6,3,5,1,6,1,6,4,2,Iced Latte Cold Coffee
1,4,2,3,2,4,3,5,5,Madagascar Hot Chocolate
2,2,3,1,3,2,2,5,3,Iced Latte Cold Coffee
4,5,6,6,5,6,5,6,3,Bon Bon Cold Coffee
6,1,2,4,3,4,2,6,6,Bellatte
5,4,3,3,4,3,6,4,4,Iced Latte Cold Coffee
2,3,5,2,3,6,6,5,6,Cappucino
1,2,3,2,4,1,3,3,6,Cold Brew
1,4,4,2,4,5,3,4,1,Nariyal Irish Cream Frappe
1,3,2,3,4,5,4,6,6,South Indian Filter Kaapi
6,2,3,6,1,2,5,4,5,Bon Bon Cold Coffee
2,3,3,2,3,1,1,5,3,Madagascar Choco Chip Frappe
1,4,3,5,5,5,4,1,5,Madagascar Hot Chocolate
3,5,5,2,4,1,5,3,6,Nariyal Irish Cream Frappe
6,4,2,4,3,5,1,3,2,Sea Salt Dark Mocha
1,5,2,5,2,1,2,2,4,Espresso
1,4,5,2,3,5,3,2,5,Flat White
2,3,4,4,5,4,1,2,5,Bon Bon Cold Coffee
4,3,3,1,4,6,1,1,3,Bellatte
2,4,5,5,4,3,6,5,2,Cappucino
2,2,6,5,5,4,2,3,4,Classic Frappe Cold Coffee
3,5,2,1,3,4,5,3,5,Hazelnut Frappe Cold Coffee
4,6,6,5,6,6,6,5,6,Double Restritto
2,1,6,3,5,4,5,1,1,Bon Bon Cold Coffee
3,6,4,2,6,2,5,2,1,Hot Chocolate
2,6,2,1,4,3,5,3,1,Hazelnut Frappe Cold Coffee
3,2,6,3,4,1,5,3,5,Hazelnut Frappe Cold Coffee
6,3,2,1,5,3,5,4,6,South Indian Filter Kaapi
5,3,3,1,4,3,4,4,5,Bon Bon Cold Coffee
1,5,5,5,6,2,6,4,4,Hot Chocolate
1,1,1,1,4,4,2,4,6,Bon Bon Cold Coffee
2,1,2,5,5,3,1,4,3,Americano
3,6,3,6,4,5,1,1,5,Madagascar Hot Chocolate
5,5,6,4,6,3,3,4,6,Espresso
1,1,5,2,3,1,5,6,1,Bellatte
2,4,1,6,2,6,4,3,2,Iced Latte Cold Coffee
6,3,4,2,5,6,5,6,3,Espresso
2,6,4,4,4,5,1,4,1,Bellatte
3,1,2,4,4,3,4,5,3,Hot Chocolate
4,4,2,3,4,6,3,2,1,Iced Latte Cold Coffee
6,6,3,4,6,3,1,6,5,Madagascar Choco Chip Frappe
2,6,1,4,1,4,4,3,4,Double Restritto
5,4,2,5,2,6,1,2,3,Madagascar Hot Chocolate
5,3,6,1,4,2,5,3,6,Hot Chocolate
4,5,2,1,6,6,1,5,5,Flat White
5,1,4,4,1,4,5,6,3,Flat White
3,4,1,3,4,3,3,5,4,Bellatte
2,4,3,3,3,6,5,1,4,Classic Frappe Cold Coffee
3,6,1,5,4,4,1,1,5,Cold Brew
4,2,2,5,6,6,6,5,4,Hazelnut Frappe Cold Coffee
4,6,2,4,6,6,2,5,2,Americano
3,2,2,2,2,5,5,4,2,Bellatte
6,4,1,6,2,5,1,2,2,Classic Frappe Cold Coffee
1,5,2,4,6,5,4,5,4,Hot Chocolate
4,1,5,6,4,4,4,4,3,Kaapi-cino
2,6,5,1,1,5,1,5,6,Sea Salt Dark Mocha
6,3,2,4,3,2,2,2,3,Espresso
4,1,4,4,3,1,1,6,1,Hot Chocolate
3,5,1,4,1,5,5,4,4,Americano
3,2,3,3,1,2,1,2,6,Americano
5,4,1,1,3,4,4,3,3,Nariyal Irish Cream Frappe
6,5,1,6,1,5,1,6,5,Hazelnut Frappe Cold Coffee
1,2,2,5,6,3,5,4,5,South Indian Filter Kaapi
3,2,6,1,1,4,4,4,3,Bellatte
5,1,5,1,1,2,4,4,2,Classic Frappe Cold Coffee
5,5,6,4,6,6,5,4,3,Hot Chocolate
2,1,3,1,3,3,5,3,3,Americano
5,1,1,3,4,5,6,5,4,Americano
1,4,3,4,1,3,6,3,3,Flat White
2,5,3,1,4,4,2,4,2,Cafe Latte
3,5,4,2,1,1,6,2,1,Cafe Mocha
6,6,5,1,6,2,5,5,3,Cafe Mocha
3,6,4,2,5,6,4,3,5,Flat White
5,2,6,4,2,4,3,5,2,Bellatte
4,4,5,3,4,4,1,1,4,Classic Frappe Cold Coffee
1,3,2,2,5,4,5,5,4,Bellatte
1,3,2,5,2,1,2,3,3,Madagascar Choco Chip Frappe
5,5,2,5,1,3,1,6,2,Bon Bon Cold Coffee
1,5,3,2,5,1,3,5,2,Cafe Mocha
2,4,3,3,1,1,4,1,3,Hot Chocolate
5,2,5,6,6,6,1,3,2,Kaapi-cino
4,6,1,4,5,3,3,4,5,Double Restritto
3,3,5,1,5,1,1,1,1,Bellatte
1,1,4,6,1,2,6,6,1,Cafe Latte
6,1,4,4,1,1,6,1,2,Hazelnut Frappe Cold Coffee
3,1,4,3,2,5,1,5,3,Bellatte
4,4,4,6,4,4,5,2,4,Espresso
4,6,3,4,2,4,1,6,1,Hot Chocolate
2,4,4,5,1,6,6,3,4,Hot Chocolate
4,5,6,2,2,1,2,6,1,Hot Chocolate
4,2,3,2,5,4,3,4,3,Americano
1,6,1,1,2,2,2,2,3,Madagascar Hot Chocolate
3,1,3,3,3,2,4,1,2,Sea Salt Dark Mocha
6,1,3,5,2,3,4,5,6,Bon Bon Cold Coffee
1,2,3,3,2,1,4,2,6,Iced Latte Cold Coffee
1,5,5,4,1,4,3,5,2,Original South India Frappe
5,5,6,2,3,4,2,3,3,Espresso
6,6,4,4,2,2,6,6,3,Bon Bon Cold Coffee
5,5,1,6,1,4,3,2,1,Flat White
2,2,2,2,3,5,1,6,5,Cold Brew
6,6,5,4,4,1,1,6,4,Hazelnut Frappe Cold Coffee
2,6,6,5,4,1,2,6,2,Original South India Frappe
4,4,1,4,1,4,4,5,2,Americano
2,2,4,3,4,5,4,6,6,Bellatte
2,1,5,6,1,4,2,1,3,South Indian Filter Kaapi
4,5,2,2,5,4,6,4,3,Sea Salt Dark Mocha
3,5,5,4,1,3,5,2,3,Bon Bon Cold Coffee
4,1,4,3,4,3,1,5,5,Kaapi-cino
4,3,5,6,5,2,3,4,3,Cafe Latte
3,2,2,2,6,3,1,5,6,Original South India Frappe
4,1,3,1,3,5,2,4,2,Kaapi-cino
5,3,6,3,1,6,2,3,6,Iced Latte Cold Coffee
2,3,6,6,6,3,3,5,1,Bon Bon Cold Coffee
4,6,5,3,5,5,1,1,2,Cafe Mocha
1,5,5,6,1,1,3,1,1,Hot Chocolate
2,6,5,6,2,6,5,4,1,Cappucino
5,2,2,1,1,1,3,5,4,Cappucino
5,6,4,6,3,4,4,5,2,Cappucino
4,3,2,3,4,5,6,2,1,South Indian Filter Kaapi
3,4,1,5,5,4,5,1,3,Americano
1,5,1,2,4,6,2,5,3,Cold Brew
4,2,6,3,1,5,3,1,2,Double Restritto
3,1,4,6,2,3,5,3,2,Cafe Latte
5,5,6,3,4,4,2,3,6,Madagascar Hot Chocolate
2,6,4,5,2,2,6,4,1,Kaapi-cino
5,5,3,1,6,1,1,5,3,Cafe Latte
4,2,4,5,2,6,6,1,6,Espresso
3,4,4,3,4,2,6,1,6,Original South India Frappe
4,3,4,4,3,1,4,4,4,Original South India Frappe
5,2,3,6,3,4,6,6,2,Iced Latte Cold Coffee
1,2,1,1,5,4,1,2,2,Cappucino
5,1,3,4,2,1,2,2,3,Bellatte
4,1,3,4,4,1,1,5,2,Flat White
3,5,1,4,6,5,6,3,5,Madagascar Hot Chocolate
4,2,1,1,6,3,3,5,5,Madagascar Hot Chocolate
2,3,1,2,6,3,4,3,6,Cold Brew
2,5,1,6,2,4,5,2,3,Hazelnut Frappe Cold Coffee
3,3,1,5,1,6,6,6,4,South Indian Filter Kaapi
5,5,3,3,1,2,2,4,6,Espresso
4,6,5,6,5,3,5,5,4,Vietnamese Cold Coffee
6,6,6,6,2,1,6,2,3,Classic Frappe Cold Coffee
6,1,2,2,2,3,4,4,1,Cafe Mocha
2,2,6,4,5,2,5,3,3,Americano
1,3,6,6,2,1,4,1,6,Double Restritto
2,3,3,1,6,5,6,2,3,Cafe Mocha
5,1,2,2,3,1,5,6,3,Madagascar Hot Chocolate
3,1,5,2,5,4,5,6,5,Classic Frappe Cold Coffee
1,1,3,4,2,5,3,1,5,Vietnamese Cold Coffee
4,4,2,6,4,1,2,2,3,Bon Bon Cold Coffee
4,6,6,2,5,1,3,4,6,Madagascar Hot Chocolate
6,6,6,4,2,6,6,5,3,Americano
3,6,6,3,5,2,6,2,4,Cafe Latte
1,2,3,4,3,4,2,5,6,Cafe Mocha
1,3,4,5,2,4,2,6,6,Cafe Latte
1,2,2,4,5,2,3,5,1,Hot Chocolate
3,3,1,6,5,6,6,5,4,Cold Brew
3,2,4,2,4,1,5,5,4,Hazelnut Frappe Cold Coffee
4,5,3,2,2,6,3,1,3,South Indian Filter Kaapi
2,1,6,5,3,3,1,6,3,Cafe Latte
5,6,5,6,3,4,4,4,4,Hot Chocolate
4,5,4,2,6,1,3,3,3,Bellatte
6,5,1,1,5,3,5,3,5,Madagascar Choco Chip Frappe
6,2,1,6,2,1,1,1,4,Sea Salt Dark Mocha
6,5,1,3,2,5,2,1,5,Bon Bon Cold Coffee
1,2,2,6,4,3,5,2,3,Nariyal Irish Cream Frappe
2,3,2,5,6,2,6,1,6,Cafe Latte
5,5,2,4,3,4,4,3,3,Bellatte
1,4,2,1,6,4,4,5,3,Cappucino
3,1,2,4,6,1,6,2,4,Classic Frappe Cold Coffee
2,5,4,6,1,6,1,4,5,Hot Chocolate
3,5,3,6,3,2,1,3,4,Hazelnut Frappe Cold Coffee
5,3,2,1,3,6,5,1,5,Original South India Frappe
6,2,5,5,4,1,3,1,4,Madagascar Hot Chocolate
5,2,1,6,6,1,5,1,1,Cafe Mocha
1,2,6,3,3,6,5,4,4,Nariyal Irish Cream Frappe
3,2,6,6,5,3,2,5,4,Hazelnut Frappe Cold Coffee
4,1,6,1,4,1,2,4,3,Cafe Latte
6,3,3,3,5,1,4,3,3,Americano
4,1,4,6,4,4,6,6,3,Cappucino
3,6,1,6,2,5,6,1,2,Hazelnut Frappe Cold Coffee
5,2,2,1,5,3,1,3,3,Madagascar Hot Chocolate
6,2,6,6,5,4,5,5,5,Vietnamese Cold Coffee
2,2,5,4,1,2,3,5,5,Nariyal Irish Cream Frappe
6,3,2,3,5,3,3,1,1,Madagascar Hot Chocolate
3,1,5,6,4,6,4,3,6,Cafe Latte
1,3,6,2,1,1,1,6,2,Flat White
4,2,3,2,1,4,4,5,2,Original South India Frappe
6,1,5,6,4,3,6,1,2,Flat White
1,1,2,4,5,2,6,4,6,Classic Frappe Cold Coffee
2,2,1,1,6,2,3,1,1,Cold Brew
4,3,4,2,2,3,2,5,5,Madagascar Hot Chocolate
4,1,1,5,4,5,1,2,2,Classic Frappe Cold Coffee
4,2,6,1,4,5,4,3,4,Madagascar Hot Chocolate
6,1,2,4,2,5,2,3,2,Kaapi-cino
1,6,4,6,5,2,3,6,5,Sea Salt Dark Mocha
5,6,1,6,3,1,2,3,4,Vietnamese Cold Coffee
1,2,1,3,6,4,5,3,2,Sea Salt Dark Mocha
5,3,3,4,1,6,2,3,5,Bon Bon Cold Coffee
6,4,2,3,6,1,3,5,5,Madagascar Hot Chocolate
3,6,3,2,4,6,6,3,2,Original South India Frappe
4,4,2,6,6,1,3,1,3,Espresso
1,2,2,4,4,6,1,6,2,Espresso
2,3,2,3,1,3,1,2,4,Madagascar Choco Chip Frappe
2,3,5,2,1,4,6,2,2,Original South India Frappe
5,4,1,6,3,2,4,3,1,Classic Frappe Cold Coffee
5,1,4,4,5,3,1,1,6,Original South India Frappe
4,3,2,4,5,5,4,2,4,Madagascar Choco Chip Frappe
5,4,6,2,1,1,5,2,5,Flat White
2,6,4,5,2,1,2,3,1,Nariyal Irish Cream Frappe
1,1,5,3,1,5,5,3,3,South Indian Filter Kaapi
1,3,1,3,2,5,4,4,1,Cappucino
5,5,2,4,5,5,1,6,4,Cafe Latte
5,6,1,3,1,6,3,6,2,Cappucino
6,1,6,3,5,5,4,6,4,Original South India Frappe
2,4,5,3,1,6,5,1,3,Bon Bon Cold Coffee
3,3,1,6,6,3,5,4,3,Madagascar Choco Chip Frappe
1,6,6,5,5,4,1,1,6,Americano
5,4,5,2,3,1,1,4,3,Flat White
6,4,5,3,1,3,4,4,3,Cafe Latte
6,5,3,4,6,2,6,2,1,Cappucino
6,6,4,6,1,1,3,5,4,Cafe Latte
6,5,2,2,6,4,4,1,3,Cappucino
4,3,4,2,4,1,3,6,4,Americano
5,1,3,1,1,5,3,3,6,Kaapi-cino
5,4,5,1,3,4,3,4,3,Double Restritto
6,5,1,5,2,3,3,4,6,Cafe Mocha
1,4,3,6,5,5,3,5,2,Madagascar Hot Chocolate
5,6,6,1,5,6,2,1,2,Nariyal Irish Cream Frappe
4,4,3,1,4,3,6,6,5,Original South India Frappe
4,5,3,5,4,6,3,3,4,Hot Chocolate
6,6,3,3,1,5,6,2,4,South Indian Filter Kaapi
4,2,5,5,4,2,1,2,1,Cafe Latte
2,5,4,2,4,5,1,6,6,Classic Frappe Cold Coffee
4,5,5,2,1,1,2,3,1,Hazelnut Frappe Cold Coffee
6,4,6,1,6,4,6,4,1,Bellatte
6,6,2,2,4,6,5,3,4,South Indian Filter Kaapi
6,1,2,5,1,2,4,4,2,Iced Latte Cold Coffee
1,4,1,6,5,5,4,4,3,Hazelnut Frappe Cold Coffee
3,4,5,6,5,2,2,2,3,South Indian Filter Kaapi
5,5,3,1,4,1,1,4,2,Cold Brew
5,4,6,5,6,4,6,1,3,Flat White
5,4,2,5,1,4,3,2,1,Cafe Latte
4,1,1,3,6,6,6,6,6,Americano
4,2,6,4,2,3,6,2,4,Hazelnut Frappe Cold Coffee
4,2,6,1,5,6,5,4,5,Espresso
3,2,4,3,6,6,6,5,1,Sea Salt Dark Mocha
3,2,3,2,2,1,4,5,6,Cafe Mocha
3,4,5,4,3,1,1,1,6,Cafe Mocha
3,3,2,1,3,5,4,3,3,Iced Latte Cold Coffee
3,6,2,3,6,5,3,6,3,Hot Chocolate
5,3,1,1,2,4,2,2,6,Cold Brew
5,4,2,3,6,5,5,1,6,Hot Chocolate
3,4,1,5,2,6,2,4,6,Flat White
5,6,2,3,5,1,1,2,4,South Indian Filter Kaapi
3,2,4,2,1,6,5,1,5,Espresso
3,4,6,3,2,3,4,2,6,Nariyal Irish Cream Frappe
3,5,6,4,2,2,1,3,2,Cafe Latte
5,1,3,4,5,4,6,2,6,Kaapi-cino
2,1,5,6,5,5,1,3,6,Vietnamese Cold Coffee
2,6,3,2,1,2,2,1,3,Vietnamese Cold Coffee
6,5,3,6,2,5,3,6,6,Bon Bon Cold Coffee
6,1,6,6,5,2,3,1,3,Classic Frappe Cold Coffee
2,3,2,2,4,2,6,4,1,Cappucino
1,2,5,3,1,5,2,3,2,Cold Brew
2,3,5,6,5,3,2,5,5,Nariyal Irish Cream Frappe
2,3,4,6,4,3,3,3,6,Espresso
2,5,1,4,1,5,3,4,6,Nariyal Irish Cream Frappe
4,5,5,5,2,4,2,6,1,Original South India Frappe
3,2,6,6,5,6,3,5,6,South Indian Filter Kaapi
6,6,3,4,2,4,2,6,2,Bellatte
5,5,6,2,4,3,4,2,4,Nariyal Irish Cream Frappe
4,1,4,5,4,2,5,4,5,South Indian Filter Kaapi
3,1,2,3,2,5,4,1,4,Original South India Frappe
2,1,3,4,1,6,6,1,6,Bon Bon Cold Coffee
2,6,4,4,5,6,5,3,5,Classic Frappe Cold Coffee
4,1,3,3,3,4,3,2,6,Cappucino
5,5,2,1,3,3,5,2,2,Americano
4,6,5,1,1,2,6,3,6,Bon Bon Cold Coffee
4,3,6,5,2,4,6,1,5,Espresso
6,6,3,4,4,4,6,5,4,Cold Brew
3,1,5,1,1,4,3,6,5,Classic Frappe Cold Coffee
1,2,6,2,4,3,3,5,1,Flat White
6,4,6,6,5,3,2,2,2,South Indian Filter Kaapi
5,3,2,6,6,5,5,1,6,Cold Brew
5,1,4,3,3,3,3,6,5,Original South India Frappe
4,5,5,5,1,5,1,5,5,Madagascar Choco Chip Frappe
4,3,2,5,2,2,3,2,2,Sea Salt Dark Mocha
2,1,3,1,6,6,4,1,2,Sea Salt Dark Mocha
4,5,2,4,6,4,6,6,3,Madagascar Hot Chocolate
3,2,3,6,5,6,3,5,6,Nariyal Irish Cream Frappe
2,2,5,3,5,5,6,6,6,Madagascar Choco Chip Frappe
1,4,5,4,1,6,5,1,5,Madagascar Choco Chip Frappe
3,4,3,3,5,4,6,2,2,Madagascar Choco Chip Frappe
5,4,1,6,3,6,4,3,1,Cappucino
5,6,3,3,1,4,6,5,1,Americano
3,1,5,4,5,4,5,2,4,Nariyal Irish Cream Frappe
6,2,4,1,2,4,6,5,3,Bellatte
4,1,3,3,5,3,4,6,5,Classic Frappe Cold Coffee
4,1,5,3,4,6,4,2,3,Double Restritto
4,2,2,5,4,3,3,3,1,Nariyal Irish Cream Frappe
5,2,1,6,6,3,5,1,4,Hot Chocolate
3,4,4,1,5,3,1,1,4,Original South India Frappe
4,6,3,6,2,2,4,5,6,Espresso
6,3,3,6,1,6,2,2,1,Original South India Frappe
2,5,2,5,6,5,4,6,6,Classic Frappe Cold Coffee
5,4,6,2,1,1,4,1,2,Vietnamese Cold Coffee
6,2,2,1,6,2,6,1,3,Americano
3,4,5,6,5,4,5,5,3,Hot Chocolate
6,6,6,4,6,5,6,5,4,Cafe Mocha
3,5,3,5,3,5,2,2,4,Bon Bon Cold Coffee
3,6,2,2,4,1,4,6,2,Classic Frappe Cold Coffee
3,4,2,2,4,6,3,3,3,Americano
1,1,5,5,1,4,2,6,6,Nariyal Irish Cream Frappe
2,3,5,6,3,3,2,6,4,Madagascar Choco Chip Frappe
6,2,6,5,3,3,4,6,5,South Indian Filter Kaapi
1,6,4,6,6,3,2,4,4,Madagascar Hot Chocolate
6,6,6,3,6,2,5,2,6,Nariyal Irish Cream Frappe
4,2,2,5,5,1,2,2,4,Hot Chocolate
6,4,1,3,3,6,6,3,4,Cold Brew
1,4,2,6,2,4,4,2,1,Kaapi-cino
1,2,3,2,4,5,3,2,5,Cold Brew
5,2,4,3,2,5,5,2,5,Americano
3,2,6,4,4,3,1,2,6,Madagascar Choco Chip Frappe
1,3,5,4,6,5,3,5,4,Cafe Mocha
3,3,5,5,2,2,2,5,6,Madagascar Choco Chip Frappe
2,5,4,3,3,6,4,2,5,Iced Latte Cold Coffee
1,5,1,6,5,3,1,4,5,South Indian Filter Kaapi
5,4,5,2,4,2,5,3,3,Cafe Mocha
5,1,5,2,6,5,6,5,3,Cafe Mocha
4,5,1,4,3,4,2,2,2,Original South India Frappe
1,3,4,2,1,5,3,6,2,Bon Bon Cold Coffee
2,6,1,4,3,1,3,1,5,Classic Frappe Cold Coffee
3,6,6,6,2,4,4,2,3,Americano
6,3,3,2,1,3,3,4,6,Hazelnut Frappe Cold Coffee
6,4,2,2,2,5,5,2,2,Vietnamese Cold Coffee
6,6,2,4,4,3,4,5,5,Vietnamese Cold Coffee
6,3,4,5,5,6,5,1,4,Classic Frappe Cold Coffee
1,2,1,6,4,3,1,5,3,Flat White
4,1,2,2,4,4,5,2,6,Hot Chocolate
5,1,1,1,5,1,5,1,1,Espresso
6,1,4,1,2,5,2,3,1,Cafe Mocha
1,4,5,5,1,4,5,6,2,Bellatte
4,4,6,2,3,5,6,4,4,Bellatte
2,2,6,2,1,2,1,4,3,Flat White
6,2,1,5,4,2,3,1,3,Kaapi-cino
3,3,1,1,4,4,3,2,3,Classic Frappe Cold Coffee
2,3,2,3,3,2,4,4,2,Cold Brew
2,6,5,5,2,4,5,4,2,Hot Chocolate
6,3,3,5,4,5,3,4,5,Cafe Latte
3,4,5,3,4,6,4,1,6,Original South India Frappe
1,3,6,5,4,6,1,2,2,Cold Brew
3,6,2,2,1,1,3,2,1,Cafe Mocha
4,5,2,5,3,4,6,6,2,Bellatte
2,4,3,2,2,1,3,2,6,Madagascar Hot Chocolate
6,6,5,2,5,2,6,2,3,South Indian Filter Kaapi
3,1,6,1,5,6,2,5,6,Sea Salt Dark Mocha
5,3,2,3,6,4,1,1,1,Nariyal Irish Cream Frappe
3,1,5,1,4,4,1,6,1,Sea Salt Dark Mocha
3,4,3,2,6,5,6,5,5,Americano
4,5,1,4,2,6,2,1,5,Hazelnut Frappe Cold Coffee
6,1,3,5,5,2,1,5,4,Nariyal Irish Cream Frappe
2,4,4,4,2,1,2,5,4,Espresso
4,1,6,3,1,2,6,3,3,Bellatte
4,4,5,3,2,1,1,3,6,Iced Latte Cold Coffee
5,5,6,3,1,4,3,4,5,Cappucino
4,2,4,1,6,5,2,3,1,Cafe Mocha
6,2,2,6,6,2,6,5,5,Cappucino
4,3,4,2,3,2,1,5,1,Iced Latte Cold Coffee
5,3,4,1,6,6,6,5,5,Americano
1,1,4,3,6,5,1,3,2,Cafe Mocha
4,6,5,3,6,4,4,1,6,Cafe Mocha
3,6,2,2,3,2,1,1,2,Classic Frappe Cold Coffee
4,3,6,3,1,1,5,6,6,Bon Bon Cold Coffee
2,4,5,4,5,5,3,4,2,Madagascar Hot Chocolate
3,3,4,3,2,4,5,1,6,Cappucino
3,6,6,2,6,3,5,2,1,Hazelnut Frappe Cold Coffee
1,3,6,4,2,5,4,6,6,Hot Chocolate
2,3,4,6,6,4,6,6,1,Madagascar Hot Chocolate
2,6,4,6,5,6,4,3,4,Hot Chocolate
2,2,3,4,5,1,6,2,4,Cafe Latte
4,4,5,4,2,2,6,1,5,Cafe Latte
4,6,4,5,4,3,1,5,4,Cold Brew
3,4,2,4,5,2,5,2,5,Hazelnut Frappe Cold Coffee
1,5,1,3,5,6,3,3,1,Nariyal Irish Cream Frappe
4,2,3,6,2,2,2,3,4,Cold Brew
6,4,6,5,1,3,2,4,4,South Indian Filter Kaapi
6,2,1,1,5,4,3,5,1,Vietnamese Cold Coffee
4,4,6,3,1,1,2,4,6,Classic Frappe Cold Coffee
1,2,4,2,2,6,4,5,1,Cold Brew
2,4,5,2,6,6,2,5,1,Flat White
3,2,5,5,6,6,4,2,4,Flat White
4,1,2,2,5,5,1,3,1,Madagascar Hot Chocolate
1,5,3,1,5,2,6,6,1,Vietnamese Cold Coffee
1,1,5,1,5,4,1,2,1,Hot Chocolate
2,1,5,5,2,5,5,2,1,Iced Latte Cold Coffee
5,2,6,1,3,3,5,2,6,South Indian Filter Kaapi
5,2,3,2,3,3,2,3,4,Hot Chocolate
5,2,1,4,5,5,4,3,1,Madagascar Hot Chocolate
5,2,4,4,5,6,5,5,2,South Indian Filter Kaapi
4,5,5,4,3,6,1,1,5,Madagascar Hot Chocolate
6,6,3,3,3,6,4,5,6,Cafe Mocha
6,6,5,2,3,1,3,3,5,Cold Brew
1,5,3,1,5,6,5,5,4,Cafe Mocha
6,6,6,2,3,4,3,5,5,Bellatte
6,2,5,1,3,4,5,3,1,South Indian Filter Kaapi
3,5,5,6,6,2,4,3,6,Iced Latte Cold Coffee
6,3,5,3,2,6,6,6,6,Double Restritto
6,6,2,2,1,1,6,3,4,Flat White
6,4,2,3,6,2,2,6,1,Cappucino
4,4,2,5,5,5,5,1,1,Bon Bon Cold Coffee
5,6,2,4,6,2,6,2,1,Cafe Mocha
3,1,1,1,5,4,1,4,2,Bellatte
3,4,1,4,1,3,4,2,6,Hazelnut Frappe Cold Coffee
6,2,5,3,2,1,1,3,1,Bellatte
6,4,6,3,6,3,5,2,3,Kaapi-cino
5,4,4,6,4,6,6,1,1,Americano
3,6,1,1,3,4,2,4,6,Iced Latte Cold Coffee
4,5,3,3,5,3,5,5,4,Madagascar Hot Chocolate
2,3,3,6,2,5,4,5,4,Original South India Frappe
